account_id,open_date,statement_frequency,district_name,credit_cards,loan,loan_amount,loan_payments,loan_term,loan_status,loan_default,max_withdrawal,min_withdrawal,cc_payments,max_balance,min_balance,num_customers
817,1994-03-18,monthly,Kolin,0.0,1,538500.0,8975.0,60.0,current,F,23800,15,115,69776,200,1
819,1995-04-22,monthly,Strakonice,1.0,0,NA,NA,NA,NA,NA,24000,15,91,68644,600,2
820,1995-11-04,monthly,Ostrava - mesto,0.0,0,NA,NA,NA,NA,NA,39840,15,88,69070,200,1
821,1996-03-16,monthly,Prostejov,0.0,0,NA,NA,NA,NA,NA,5800,15,77,34556,300,1
822,1996-10-04,monthly,Teplice,0.0,0,NA,NA,NA,NA,NA,17100,15,55,35170,500,2
823,1997-09-19,monthly,Novy Jicin,0.0,0,NA,NA,NA,NA,NA,1515,15,27,25009,1100,1
824,1996-03-21,monthly,Ceska Lipa,0.0,0,NA,NA,NA,NA,NA,9100,15,79,55771,700,1
825,1996-03-06,monthly,Prachatice,1.0,1,53076.0,4423.0,12.0,expired,F,14700,15,82,65122,500,1
826,1996-10-05,monthly,Chrudim,0.0,0,NA,NA,NA,NA,NA,11300,15,59,43603,700,1
827,1996-02-23,monthly,Liberec,0.0,0,NA,NA,NA,NA,NA,4230,15,65,31310,1000,2
828,1997-02-12,monthly,Hl.m. Praha,1.0,0,NA,NA,NA,NA,NA,13900,15,50,53254,1000,1
829,1996-11-10,monthly,Kromeriz,0.0,0,NA,NA,NA,NA,NA,2120,15,53,34294,800,2
830,1993-02-08,monthly,Ostrava - mesto,1.0,0,NA,NA,NA,NA,NA,35040,15,142,95451,200,2
831,1996-09-18,monthly,Chrudim,0.0,0,NA,NA,NA,NA,NA,3700,15,51,21799,1000,1
832,1996-05-24,monthly,Havlickuv Brod,0.0,0,NA,NA,NA,NA,NA,4100,15,59,22456,500,1
833,1996-08-29,monthly,Tachov,0.0,0,NA,NA,NA,NA,NA,5900,15,54,33070,900,1
834,1997-05-23,monthly,Beroun,0.0,0,NA,NA,NA,NA,NA,7400,15,42,24840,900,1
836,1996-07-28,monthly,Nachod,0.0,0,NA,NA,NA,NA,NA,27000,15,62,51280,1100,2
837,1993-09-18,monthly,Nachod,0.0,0,NA,NA,NA,NA,NA,26400,15,129,81694,400,1
838,1993-10-23,monthly,Pardubice,0.0,0,NA,NA,NA,NA,NA,4900,100,38,36400,1100,2
839,1995-01-17,monthly,Jindrichuv Hradec,1.0,0,NA,NA,NA,NA,NA,29400,15,96,92818,500,1
840,1996-03-12,monthly,Karvina,0.0,0,NA,NA,NA,NA,NA,44000,15,69,79941,500,2
841,1993-11-04,monthly,Hl.m. Praha,0.0,0,NA,NA,NA,NA,NA,8200,15,125,56567,800,1
842,1995-04-07,monthly,Uherske Hradiste,0.0,0,NA,NA,NA,NA,NA,7400,15,91,25376,700,2
843,1997-04-09,monthly,Kutna Hora,0.0,0,NA,NA,NA,NA,NA,7900,15,49,28819,900,1
844,1994-04-28,monthly,Blansko,1.0,0,NA,NA,NA,NA,NA,62400,15,113,126302,700,1
845,1997-12-27,monthly,Ceske Budejovice,1.0,0,NA,NA,NA,NA,NA,21200,15,25,86633,300,1
846,1996-03-09,monthly,Olomouc,1.0,1,187104.0,7796.0,24.0,expired,F,58600,15,98,148870,300,1
847,1996-07-21,monthly,Benesov,0.0,0,NA,NA,NA,NA,NA,26200,15,86,93865,900,1
848,1996-06-16,monthly,Tachov,0.0,0,NA,NA,NA,NA,NA,10900,15,72,59279,800,1
849,1996-01-01,monthly,Hl.m. Praha,0.0,0,NA,NA,NA,NA,NA,41800,0,68,111108,-5339,1
850,1997-03-07,monthly,Klatovy,0.0,0,NA,NA,NA,NA,NA,36000,15,45,88616,300,1
851,1994-09-23,monthly,Cesky Krumlov,0.0,0,NA,NA,NA,NA,NA,61800,15,125,153742,200,1
852,1997-10-23,monthly,Hodonin,0.0,0,NA,NA,NA,NA,NA,3570,15,25,19879,1100,1
853,1996-03-20,monthly,Hl.m. Praha,1.0,0,NA,NA,NA,NA,NA,35840,15,70,69821,500,2
854,1993-09-21,monthly,Uherske Hradiste,0.0,1,87216.0,1817.0,48.0,current,F,15000,15,129,52046,700,1
855,1994-03-28,monthly,Hl.m. Praha,1.0,0,NA,NA,NA,NA,NA,35680,15,129,71758,800,1
856,1996-03-03,monthly,Benesov,1.0,0,NA,NA,NA,NA,NA,15300,15,70,64327,900,1
857,1993-09-16,monthly,Vsetin,0.0,0,NA,NA,NA,NA,NA,6100,15,123,29688,1100,2
858,1996-07-13,monthly,Usti nad Orlici,0.0,0,NA,NA,NA,NA,NA,37120,15,59,81163,900,1
859,1997-08-26,monthly,Rakovnik,0.0,0,NA,NA,NA,NA,NA,14560,15,34,49886,200,2
860,1993-03-19,monthly,Hl.m. Praha,0.0,0,NA,NA,NA,NA,NA,13300,15,144,47988,600,1
861,1993-09-13,monthly,Domazlice,0.0,0,NA,NA,NA,NA,NA,22700,15,130,63139,1000,1
863,1993-05-16,monthly,Novy Jicin,1.0,0,NA,NA,NA,NA,NA,56500,15,195,188348,300,1
864,1997-07-08,monthly,Olomouc,0.0,0,NA,NA,NA,NA,NA,5800,15,44,38792,300,1
865,1996-03-18,monthly,Pelhrimov,0.0,0,NA,NA,NA,NA,NA,4700,15,63,31462,900,2
866,1993-01-10,monthly,Nymburk,0.0,0,NA,NA,NA,NA,NA,28100,15,152,61524,500,1
867,1997-11-09,monthly,Prostejov,0.0,0,NA,NA,NA,NA,NA,31100,3,28,88731,-1351,1
868,1997-05-26,monthly,Hl.m. Praha,0.0,0,NA,NA,NA,NA,NA,14700,15,40,36341,200,1
869,1996-07-15,monthly,Jindrichuv Hradec,0.0,0,NA,NA,NA,NA,NA,4200,600,10,23400,1100,1
870,1995-03-27,monthly,Karvina,0.0,0,NA,NA,NA,NA,NA,7900,15,102,36132,300,1
871,1996-09-02,monthly,Hl.m. Praha,1.0,0,NA,NA,NA,NA,NA,27400,15,57,82101,300,1
872,1997-01-18,monthly,Plzen - jih,0.0,0,NA,NA,NA,NA,NA,15680,15,62,57695,800,1
873,1997-04-26,monthly,Opava,0.0,1,178500.0,2975.0,60.0,current,F,7100,15,53,39316,1000,1
875,1995-05-17,monthly,Vyskov,0.0,0,NA,NA,NA,NA,NA,6000,15,84,49510,300,1
876,1997-10-26,monthly,Kladno,0.0,0,NA,NA,NA,NA,NA,7900,15,28,22867,1100,1
877,1996-05-29,monthly,Hl.m. Praha,1.0,0,NA,NA,NA,NA,NA,14080,15,84,56198,700,1
878,1996-06-29,monthly,Usti nad Orlici,1.0,0,NA,NA,NA,NA,NA,25300,15,65,74871,600,1
879,1997-06-04,monthly,Nymburk,0.0,0,NA,NA,NA,NA,NA,3300,15,39,17694,500,1
880,1996-12-08,monthly,Plzen - mesto,1.0,0,NA,NA,NA,NA,NA,24462,15,53,64239,700,2
882,1993-03-06,monthly,Nymburk,1.0,0,NA,NA,NA,NA,NA,41000,15,146,84776,300,2
883,1993-12-17,monthly,Hl.m. Praha,0.0,0,NA,NA,NA,NA,NA,19700,15,125,59676,800,1
884,1993-12-07,monthly,Benesov,0.0,0,NA,NA,NA,NA,NA,4800,15,123,29532,3389,1
885,1993-06-25,monthly,Hl.m. Praha,1.0,0,NA,NA,NA,NA,NA,25500,15,134,115837,300,1
886,1993-06-23,monthly,Hl.m. Praha,1.0,0,NA,NA,NA,NA,NA,50000,15,138,119897,900,1
887,1993-05-05,monthly,Hl.m. Praha,0.0,0,NA,NA,NA,NA,NA,10550,15,137,28162,4514,1
888,1996-10-28,monthly,Brno - mesto,0.0,0,NA,NA,NA,NA,NA,10900,15,49,35937,800,2
889,1997-12-22,monthly,Hradec Kralove,0.0,0,NA,NA,NA,NA,NA,3600,15,21,30380,300,1
890,1993-02-05,monthly,Ceske Budejovice,0.0,0,NA,NA,NA,NA,NA,23100,15,154,41862,700,1
891,1996-05-23,monthly,Chomutov,0.0,0,NA,NA,NA,NA,NA,6600,15,59,46293,1000,2
892,1993-03-20,monthly,Karvina,0.0,0,NA,NA,NA,NA,NA,11050,15,136,54945,900,1
893,1995-04-12,monthly,Blansko,0.0,0,NA,NA,NA,NA,NA,46400,15,90,100578,900,1
894,1995-08-27,monthly,Nachod,0.0,0,NA,NA,NA,NA,NA,17900,15,79,33689,800,1
895,1996-03-12,monthly,Karlovy Vary,0.0,0,NA,NA,NA,NA,NA,2900,15,69,21603,600,1
896,1995-06-11,monthly,Beroun,0.0,0,NA,NA,NA,NA,NA,45700,15,86,65186,600,1
897,1993-04-26,monthly,Louny,1.0,0,NA,NA,NA,NA,NA,64500,15,185,146944,600,1
898,1996-03-27,monthly,Novy Jicin,0.0,0,NA,NA,NA,NA,NA,19600,15,68,69388,200,1
899,1993-06-21,monthly,Olomouc,0.0,0,NA,NA,NA,NA,NA,29400,15,136,61612,900,1
900,1994-04-26,monthly,Rychnov nad Kneznou,0.0,0,NA,NA,NA,NA,NA,9900,15,124,41769,1100,2
901,1994-07-10,monthly,Prostejov,0.0,0,NA,NA,NA,NA,NA,4400,15,109,45333,900,1
902,1993-06-29,monthly,Ostrava - mesto,0.0,0,NA,NA,NA,NA,NA,13700,15,146,43025,800,2
903,1993-12-10,monthly,Pardubice,0.0,0,NA,NA,NA,NA,NA,8790,15,135,33437,1100,1
904,1994-03-20,monthly,Hl.m. Praha,1.0,0,NA,NA,NA,NA,NA,26100,15,116,106048,300,1
905,1996-12-11,monthly,Jablonec n. Nisou,0.0,0,NA,NA,NA,NA,NA,10700,15,50,31683,1000,1
906,1997-12-27,monthly,Kromeriz,0.0,0,NA,NA,NA,NA,NA,2240,15,21,19848,800,1
907,1993-07-09,monthly,Usti nad Labem,0.0,0,NA,NA,NA,NA,NA,5370,15,156,33196,300,1
908,1994-04-29,monthly,Uherske Hradiste,0.0,0,NA,NA,NA,NA,NA,35900,15,132,85090,900,1
909,1997-09-02,monthly,Sokolov,0.0,0,NA,NA,NA,NA,NA,1950,15,33,21420,900,2
910,1997-02-03,monthly,Hl.m. Praha,0.0,0,NA,NA,NA,NA,NA,8000,15,47,46627,1100,2
911,1996-08-12,monthly,Prostejov,1.0,0,NA,NA,NA,NA,NA,37200,15,66,106283,600,1
912,1997-04-27,monthly,Znojmo,0.0,0,NA,NA,NA,NA,NA,3100,15,37,25351,400,1
913,1996-05-10,monthly,Kromeriz,0.0,0,NA,NA,NA,NA,NA,24000,15,74,56258,300,1
914,1993-11-14,monthly,Opava,0.0,0,NA,NA,NA,NA,NA,5910,15,119,27453,800,1
915,1995-01-18,monthly,Olomouc,0.0,1,309552.0,6449.0,48.0,current,F,50600,15,101,121713,700,1
916,1996-08-13,monthly,Hl.m. Praha,0.0,0,NA,NA,NA,NA,NA,18100,15,58,56056,600,2
917,1995-10-13,monthly,Breclav,0.0,0,NA,NA,NA,NA,NA,24960,15,96,56837,300,2
918,1996-08-23,monthly,Prostejov,0.0,0,NA,NA,NA,NA,NA,27900,15,53,75788,400,1
919,1997-03-03,monthly,Uherske Hradiste,0.0,0,NA,NA,NA,NA,NA,11100,15,49,54192,800,1
920,1996-09-05,monthly,Jihlava,0.0,0,NA,NA,NA,NA,NA,6300,15,57,27484,800,1
921,1996-10-08,monthly,Praha - vychod,0.0,0,NA,NA,NA,NA,NA,12100,15,55,44033,500,1
922,1995-04-27,monthly,Trebic,0.0,0,NA,NA,NA,NA,NA,22720,15,122,65796,400,1
923,1996-02-07,monthly,Rakovnik,0.0,0,NA,NA,NA,NA,NA,10050,15,71,30033,5678,1
924,1995-12-09,monthly,Praha - zapad,0.0,0,NA,NA,NA,NA,NA,6750,15,79,26057,400,1
925,1993-02-23,monthly,Kromeriz,0.0,0,NA,NA,NA,NA,NA,20100,15,142,79963,500,1
926,1996-11-01,monthly,Liberec,0.0,0,NA,NA,NA,NA,NA,8300,15,53,32464,1100,1
927,1997-04-12,monthly,Jesenik,0.0,0,NA,NA,NA,NA,NA,13400,15,42,42111,400,1
928,1993-04-26,monthly,Strakonice,0.0,0,NA,NA,NA,NA,NA,40320,15,179,78232,1100,2
929,1993-07-03,monthly,Brno - mesto,0.0,0,NA,NA,NA,NA,NA,9300,15,146,51788,200,1
930,1993-08-03,monthly,Usti nad Labem,0.0,0,NA,NA,NA,NA,NA,25920,15,150,76690,300,1
931,1993-10-15,monthly,Kromeriz,0.0,0,NA,NA,NA,NA,NA,9440,15,150,40923,700,1
932,1996-07-08,monthly,Strakonice,0.0,0,NA,NA,NA,NA,NA,9250,15,61,29502,900,2
933,1995-11-18,monthly,Tabor,0.0,0,NA,NA,NA,NA,NA,11250,15,72,37698,800,1
934,1997-11-27,monthly,Nymburk,0.0,0,NA,NA,NA,NA,NA,12550,15,23,36112,300,2
935,1996-12-25,monthly,Cheb,0.0,0,NA,NA,NA,NA,NA,4600,15,45,22788,500,1
936,1996-03-02,monthly,Melnik,0.0,0,NA,NA,NA,NA,NA,3760,15,69,24562,700,1
937,1995-08-26,monthly,Hradec Kralove,0.0,0,NA,NA,NA,NA,NA,6700,15,77,33466,900,1
938,1997-12-13,monthly,Karvina,0.0,1,22260.0,371.0,60.0,current,F,5640,15,31,37570,700,1
939,1994-10-04,monthly,Brno - venkov,0.0,0,NA,NA,NA,NA,NA,7290,15,103,24828,1100,2
940,1994-11-15,monthly,Litomerice,1.0,1,284280.0,4738.0,60.0,current,F,63200,15,106,136560,300,2
941,1994-06-08,monthly,Mlada Boleslav,0.0,0,NA,NA,NA,NA,NA,9400,15,121,37056,200,1
942,1993-08-16,monthly,Nymburk,0.0,0,NA,NA,NA,NA,NA,31100,15,232,81932,800,1
943,1993-02-03,monthly,Hl.m. Praha,0.0,0,NA,NA,NA,NA,NA,8670,15,143,30490,800,1
944,1993-03-08,monthly,Karvina,0.0,0,NA,NA,NA,NA,NA,18700,15,144,69717,16927,2
945,1996-08-16,monthly,Pisek,1.0,0,NA,NA,NA,NA,NA,21700,15,46,96014,600,1
946,1996-01-01,monthly,Tabor,0.0,0,NA,NA,NA,NA,NA,24700,15,74,67965,1100,1
947,1993-05-17,monthly,Kromeriz,0.0,0,NA,NA,NA,NA,NA,36960,15,171,64798,1100,2
949,1996-02-13,monthly,Jihlava,0.0,0,NA,NA,NA,NA,NA,33000,0,76,81900,-502,1
950,1993-08-26,monthly,Semily,1.0,0,NA,NA,NA,NA,NA,63200,15,142,128742,200,1
951,1996-04-28,monthly,Beroun,0.0,0,NA,NA,NA,NA,NA,4350,15,61,30322,1100,1
952,1997-11-09,monthly,Usti nad Labem,0.0,0,NA,NA,NA,NA,NA,18300,15,32,62781,400,1
953,1995-07-22,monthly,Ceske Budejovice,0.0,0,NA,NA,NA,NA,NA,6600,15,104,40595,400,1
954,1996-01-08,monthly,Ostrava - mesto,0.0,0,NA,NA,NA,NA,NA,8960,15,89,46354,1000,1
955,1996-07-08,monthly,Kromeriz,0.0,0,NA,NA,NA,NA,NA,15800,15,64,58275,400,1
956,1993-12-05,monthly,Ostrava - mesto,0.0,0,NA,NA,NA,NA,NA,27800,15,166,83437,400,1
957,1995-12-22,monthly,Karvina,0.0,0,NA,NA,NA,NA,NA,7230,15,92,28892,500,1
958,1996-06-06,monthly,Olomouc,0.0,0,NA,NA,NA,NA,NA,8100,15,63,37038,200,2
959,1996-02-23,monthly,Hl.m. Praha,0.0,0,NA,NA,NA,NA,NA,4900,15,66,25944,1000,1
961,1997-10-18,monthly,Hl.m. Praha,0.0,0,NA,NA,NA,NA,NA,15400,15,30,45514,300,1
962,1996-06-24,monthly,Zlin,0.0,0,NA,NA,NA,NA,NA,23100,15,68,54045,200,2
963,1996-08-09,monthly,Melnik,0.0,0,NA,NA,NA,NA,NA,24500,15,58,87532,500,1
964,1994-07-08,monthly,Plzen - mesto,0.0,0,NA,NA,NA,NA,NA,27700,15,143,90662,400,1
965,1993-08-25,monthly,Strakonice,0.0,0,NA,NA,NA,NA,NA,7300,15,156,34370,700,1
966,1997-10-14,monthly,Cesky Krumlov,0.0,0,NA,NA,NA,NA,NA,2129,15,25,25390,1100,1
967,1996-08-17,monthly,Cesky Krumlov,1.0,0,NA,NA,NA,NA,NA,37100,15,56,128400,900,1
968,1995-11-11,monthly,Ostrava - mesto,0.0,0,NA,NA,NA,NA,NA,12500,15,85,50723,200,2
969,1994-01-08,monthly,Prachatice,1.0,0,NA,NA,NA,NA,NA,31400,15,217,104518,200,1
970,1997-07-20,monthly,Pisek,1.0,0,NA,NA,NA,NA,NA,15100,15,37,77766,400,1
971,1996-07-18,monthly,Pribram,0.0,0,NA,NA,NA,NA,NA,13280,15,68,46335,500,1
972,1996-09-29,monthly,Nachod,0.0,0,NA,NA,NA,NA,NA,5100,15,52,21862,600,1
973,1994-11-05,monthly,Brno - mesto,0.0,0,NA,NA,NA,NA,NA,13650,15,101,45665,600,2
974,1994-02-25,monthly,Rokycany,0.0,0,NA,NA,NA,NA,NA,33900,15,117,86826,500,1
975,1996-10-19,monthly,Hl.m. Praha,0.0,0,NA,NA,NA,NA,NA,6300,15,51,28976,800,2
976,1996-01-27,monthly,Vsetin,0.0,0,NA,NA,NA,NA,NA,42400,15,73,82098,900,1
977,1993-04-26,monthly,Hl.m. Praha,0.0,0,NA,NA,NA,NA,NA,44320,15,153,114688,800,1
978,1993-08-18,monthly,Opava,1.0,0,NA,NA,NA,NA,NA,11900,15,125,93284,1100,1
979,1993-02-16,monthly,Tabor,0.0,0,NA,NA,NA,NA,NA,20800,15,142,63105,1000,1
980,1996-12-11,monthly,Hl.m. Praha,0.0,0,NA,NA,NA,NA,NA,16100,15,55,66098,300,1
981,1995-03-25,monthly,Zdar nad Sazavou,1.0,0,NA,NA,NA,NA,NA,26400,15,92,109893,600,1
982,1993-02-05,monthly,Brno - mesto,0.0,0,NA,NA,NA,NA,NA,16800,15,179,49039,900,1
984,1996-07-10,monthly,Benesov,0.0,0,NA,NA,NA,NA,NA,11900,15,64,46788,200,1
985,1994-05-29,monthly,Ceska Lipa,0.0,0,NA,NA,NA,NA,NA,7950,15,107,30396,900,2
986,1996-05-02,monthly,Ostrava - mesto,0.0,0,NA,NA,NA,NA,NA,13500,15,65,36823,600,1
987,1996-08-27,monthly,Cesky Krumlov,0.0,0,NA,NA,NA,NA,NA,36960,15,61,73967,1100,2
988,1994-10-22,monthly,Praha - vychod,0.0,0,NA,NA,NA,NA,NA,8400,15,98,50257,400,1
989,1994-03-14,monthly,Prachatice,0.0,0,NA,NA,NA,NA,NA,4000,15,111,29011,1000,1
990,1995-10-11,monthly,Pelhrimov,1.0,0,NA,NA,NA,NA,NA,19900,15,80,97505,700,1
991,1993-05-18,monthly,Most,0.0,0,NA,NA,NA,NA,NA,64800,15,140,121246,1100,1
992,1995-10-01,monthly,Domazlice,0.0,0,NA,NA,NA,NA,NA,20000,15,84,45061,700,1
993,1996-11-14,monthly,Kutna Hora,1.0,1,108720.0,1812.0,60.0,current,F,51300,15,51,123602,1000,1
994,1995-09-15,monthly,Olomouc,0.0,0,NA,NA,NA,NA,NA,23700,15,127,78517,700,1
995,1995-08-23,monthly,Zlin,0.0,0,NA,NA,NA,NA,NA,4740,15,77,30252,1000,1
996,1997-08-18,monthly,Pardubice,0.0,0,NA,NA,NA,NA,NA,6100,15,30,30371,1100,1
997,1997-05-08,monthly,Brno - mesto,0.0,0,NA,NA,NA,NA,NA,4110,15,47,31643,700,1
998,1993-11-11,monthly,Pardubice,1.0,0,NA,NA,NA,NA,NA,87400,15,125,109569,9758,1
1000,1993-01-25,monthly,Vsetin,0.0,0,NA,NA,NA,NA,NA,32600,15,146,102396,200,1
1002,1996-09-17,monthly,Svitavy,0.0,0,NA,NA,NA,NA,NA,5900,15,59,29756,500,1
1003,1996-10-10,monthly,Plzen - sever,0.0,0,NA,NA,NA,NA,NA,22000,15,55,76667,200,1
1004,1996-07-02,monthly,Karvina,0.0,1,188532.0,5237.0,36.0,current,F,62100,15,85,143846,200,1
1006,1993-02-08,monthly,Kutna Hora,0.0,0,NA,NA,NA,NA,NA,8190,15,178,59040,1000,1
1007,1996-06-28,monthly,Hl.m. Praha,1.0,0,NA,NA,NA,NA,NA,53300,15,106,104968,1000,1
1008,1996-10-05,monthly,Rakovnik,0.0,0,NA,NA,NA,NA,NA,8700,15,55,37132,700,1
1010,1995-05-01,monthly,Trebic,0.0,0,NA,NA,NA,NA,NA,63700,15,109,141422,800,1
1011,1994-12-17,monthly,Jicin,0.0,1,204000.0,3400.0,60.0,current,F,22588,15,106,99044,400,1
1012,1994-07-09,monthly,Znojmo,0.0,1,98184.0,4091.0,24.0,expired,F,24723,1,179,78911,500,1
1013,1996-05-13,monthly,Kromeriz,0.0,0,NA,NA,NA,NA,NA,2580,15,59,26852,300,1
1014,1996-03-20,monthly,Ostrava - mesto,0.0,0,NA,NA,NA,NA,NA,19700,15,79,69271,800,1
1015,1997-06-14,monthly,Hl.m. Praha,0.0,0,NA,NA,NA,NA,NA,11000,15,41,38938,1100,1
1016,1993-09-29,monthly,Teplice,1.0,0,NA,NA,NA,NA,NA,25100,15,129,119385,600,1
1017,1994-08-11,monthly,Ceske Budejovice,0.0,0,NA,NA,NA,NA,NA,29200,15,106,74560,800,1
1018,1993-06-03,monthly,Melnik,0.0,0,NA,NA,NA,NA,NA,5400,15,152,34048,600,1
1019,1993-01-21,monthly,Usti nad Orlici,1.0,0,NA,NA,NA,NA,NA,20960,15,148,71185,1100,1
1020,1996-04-09,monthly,Breclav,0.0,0,NA,NA,NA,NA,NA,4000,10,72,30473,1100,1
1021,1996-11-17,monthly,Havlickuv Brod,0.0,0,NA,NA,NA,NA,NA,3990,15,47,27435,1000,1
1023,1993-08-13,monthly,Tabor,1.0,0,NA,NA,NA,NA,NA,37280,15,130,67032,1100,1
1024,1997-05-02,monthly,Prachatice,0.0,0,NA,NA,NA,NA,NA,2790,15,41,21041,600,1
1026,1997-09-03,monthly,Strakonice,1.0,0,NA,NA,NA,NA,NA,18500,15,34,72773,1000,2
1027,1997-07-18,monthly,Frydek - Mistek,0.0,0,NA,NA,NA,NA,NA,4200,15,36,23873,800,1
1028,1996-03-19,monthly,Cheb,0.0,0,NA,NA,NA,NA,NA,4900,500,18,24200,400,2
1029,1996-06-25,monthly,Plzen - mesto,0.0,0,NA,NA,NA,NA,NA,63800,15,98,194119,600,1
1030,1995-11-12,monthly,Hodonin,0.0,0,NA,NA,NA,NA,NA,9600,15,72,50026,1100,1
1031,1995-06-20,monthly,Ostrava - mesto,0.0,0,NA,NA,NA,NA,NA,24640,15,90,72294,900,1
1032,1993-04-26,monthly,Praha - zapad,1.0,0,NA,NA,NA,NA,NA,64600,15,141,154149,400,1
1033,1997-08-05,monthly,Ceska Lipa,0.0,0,NA,NA,NA,NA,NA,8400,400,15,39468,1100,1
1034,1997-04-04,monthly,Opava,0.0,0,NA,NA,NA,NA,NA,5760,15,50,42989,1100,1
1035,1997-04-18,monthly,Opava,1.0,0,NA,NA,NA,NA,NA,18500,15,42,79727,700,1
1036,1996-01-18,monthly,Praha - zapad,1.0,0,NA,NA,NA,NA,NA,25700,15,71,88639,600,1
1037,1997-02-18,monthly,Hl.m. Praha,1.0,0,NA,NA,NA,NA,NA,19300,15,46,84214,500,1
1038,1995-04-20,monthly,Zlin,0.0,0,NA,NA,NA,NA,NA,4590,15,85,24500,400,1
1040,1996-05-18,monthly,Prachatice,0.0,0,NA,NA,NA,NA,NA,60400,15,74,127976,1000,1
1042,1994-04-03,monthly,Hradec Kralove,0.0,0,NA,NA,NA,NA,NA,29200,15,117,66650,900,1
1043,1997-08-13,monthly,Hl.m. Praha,1.0,0,NA,NA,NA,NA,NA,21700,15,34,84823,1000,2
1044,1995-11-09,monthly,Ceske Budejovice,1.0,0,NA,NA,NA,NA,NA,19400,15,76,63643,500,1
1045,1996-05-09,monthly,Beroun,0.0,0,NA,NA,NA,NA,NA,10000,15,65,29521,800,1
1046,1995-04-14,monthly,Hl.m. Praha,0.0,0,NA,NA,NA,NA,NA,16000,15,103,51107,700,1
1047,1994-06-13,monthly,Nachod,0.0,0,NA,NA,NA,NA,NA,7400,15,120,37589,800,1
1048,1993-05-05,monthly,Jablonec n. Nisou,0.0,0,NA,NA,NA,NA,NA,4900,15,137,32056,1100,2
1049,1997-12-04,monthly,Pisek,0.0,0,NA,NA,NA,NA,NA,5200,15,33,36081,500,1
1051,1993-10-21,monthly,Jablonec n. Nisou,0.0,0,NA,NA,NA,NA,NA,28000,15,127,61520,800,2
1052,1993-09-27,monthly,Trebic,0.0,0,NA,NA,NA,NA,NA,29100,15,149,77637,200,1
1053,1994-05-25,monthly,Hodonin,0.0,0,NA,NA,NA,NA,NA,31840,15,121,44893,700,1
1054,1993-02-19,monthly,Praha - vychod,0.0,0,NA,NA,NA,NA,NA,18560,15,150,46555,800,1
1055,1996-12-12,monthly,Rokycany,0.0,0,NA,NA,NA,NA,NA,4950,15,45,23416,600,2
1057,1993-08-23,monthly,Rakovnik,0.0,0,NA,NA,NA,NA,NA,8100,15,125,31485,1000,1
1058,1996-06-11,monthly,Pardubice,1.0,0,NA,NA,NA,NA,NA,27680,15,61,86188,1000,1
1059,1995-05-30,monthly,Mlada Boleslav,0.0,0,NA,NA,NA,NA,NA,8500,15,83,23118,1100,1
1060,1996-10-20,monthly,Kutna Hora,0.0,0,NA,NA,NA,NA,NA,22700,1400,25,72611,800,1
1061,1997-10-17,monthly,Chrudim,0.0,0,NA,NA,NA,NA,NA,9300,15,31,32196,1000,1
1062,1993-07-11,monthly,Kutna Hora,0.0,0,NA,NA,NA,NA,NA,28800,15,131,87829,1000,1
1063,1996-09-19,monthly,Frydek - Mistek,0.0,0,NA,NA,NA,NA,NA,17600,15,60,89300,200,1
1064,1997-09-29,monthly,Karvina,0.0,0,NA,NA,NA,NA,NA,6700,15,28,31827,500,1
1065,1993-03-27,monthly,Olomouc,0.0,0,NA,NA,NA,NA,NA,22700,15,170,65741,400,1
1067,1996-09-10,monthly,Chomutov,1.0,0,NA,NA,NA,NA,NA,58000,15,83,146318,1000,2
1068,1997-02-15,monthly,Usti nad Orlici,0.0,1,253200.0,4220.0,60.0,current,F,34800,15,49,96491,1000,1
1069,1993-07-24,monthly,Karvina,0.0,0,NA,NA,NA,NA,NA,3800,15,127,26753,700,2
1070,1996-04-23,monthly,Uherske Hradiste,0.0,0,NA,NA,NA,NA,NA,18500,15,66,53992,200,1
1072,1997-12-09,monthly,Znojmo,0.0,0,NA,NA,NA,NA,NA,14720,15,28,57351,400,1
1073,1994-02-27,monthly,Opava,0.0,0,NA,NA,NA,NA,NA,44960,15,156,103225,1000,1
1074,1996-05-16,monthly,Kromeriz,1.0,0,NA,NA,NA,NA,NA,31400,15,63,105596,1000,1
1075,1995-07-13,monthly,Jablonec n. Nisou,0.0,0,NA,NA,NA,NA,NA,25100,15,110,59107,800,1
1076,1994-10-30,monthly,Hl.m. Praha,0.0,0,NA,NA,NA,NA,NA,19100,15,115,85941,200,1
1077,1993-03-03,monthly,Ceske Budejovice,1.0,0,NA,NA,NA,NA,NA,29300,15,186,98011,1000,1
1078,1996-07-12,monthly,Hl.m. Praha,0.0,0,NA,NA,NA,NA,NA,13450,15,61,29352,800,2
1079,1993-09-14,monthly,Ostrava - mesto,0.0,0,NA,NA,NA,NA,NA,42600,15,137,103468,700,1
1080,1993-12-27,monthly,Brno - venkov,1.0,0,NA,NA,NA,NA,NA,39520,15,123,111580,700,1
1081,1996-12-21,monthly,Zlin,0.0,0,NA,NA,NA,NA,NA,5300,15,45,29617,800,2
1082,1996-06-08,monthly,Benesov,0.0,0,NA,NA,NA,NA,NA,11700,15,58,26598,300,1
1083,1996-12-06,monthly,Jicin,0.0,1,50976.0,1416.0,36.0,current,F,22240,15,59,48736,400,1
