"","account_id","min_balance","max_balance","cc_payments","min_withdrawal","max_withdrawal","credit_cards","num_customers","open_date","statement_frequency","district_name","loan","loan_amount","loan_payments","loan_term","loan_status","loan_default"
"1253",1399,800,46881,76,13,8960,0,2,1996-05-20,"monthly","Jicin","F",NA,NA,NA,NA,NA
"1254",1401,300,51101,127,15,14500,0,1,1993-08-12,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"1255",1402,400,50569,153,15,10000,0,2,1993-03-26,"monthly","Ostrava - mesto","F",NA,NA,NA,NA,NA
"1256",1403,1000,54577,78,15,13500,0,1,1995-11-02,"monthly","Pelhrimov","F",NA,NA,NA,NA,NA
"1257",1405,400,45833,81,15,8790,0,1,1996-06-04,"monthly","Blansko","F",NA,NA,NA,NA,NA
"1258",1406,200,33217,117,15,12700,0,2,1994-03-04,"monthly","Svitavy","F",NA,NA,NA,NA,NA
"1259",1408,200,123851,57,15,37500,1,1,1996-09-07,"monthly","Praha - vychod","F",NA,NA,NA,NA,NA
"1260",1410,500,109922,130,15,29600,0,1,1993-09-11,"monthly","Ostrava - mesto","F",NA,NA,NA,NA,NA
"1261",1411,600,111266,137,15,27400,0,1,1993-07-09,"monthly","Brno - mesto","F",NA,NA,NA,NA,NA
"1262",1412,1000,58495,136,15,16700,0,2,1993-05-18,"monthly","Zlin","F",NA,NA,NA,NA,NA
"1263",1413,1100,54186,86,15,20400,0,1,1995-06-07,"monthly","Znojmo","F",NA,NA,NA,NA,NA
"1264",1414,600,62180,98,15,14300,0,1,1995-01-17,"monthly","Jihlava","F",NA,NA,NA,NA,NA
"1265",1417,200,115548,99,15,25600,1,1,1994-12-20,"monthly","Prerov","F",NA,NA,NA,NA,NA
"1266",1418,900,47213,49,15,11700,0,1,1997-02-09,"monthly","Jablonec n. Nisou","F",NA,NA,NA,NA,NA
"1267",1419,400,32613,118,15,7600,0,2,1993-12-22,"monthly","Decin","F",NA,NA,NA,NA,NA
"1268",1420,900,42305,87,15,10150,0,1,1995-06-08,"monthly","Frydek - Mistek","F",NA,NA,NA,NA,NA
"1269",1421,1100,85739,163,15,27400,0,1,1994-10-05,"monthly","Novy Jicin","F",NA,NA,NA,NA,NA
"1270",1422,400,46671,133,15,11000,0,1,1993-04-09,"monthly","Frydek - Mistek","F",NA,NA,NA,NA,NA
"1271",1423,900,37013,84,15,7200,0,2,1995-09-08,"monthly","Sumperk","F",NA,NA,NA,NA,NA
"1272",1424,600,57384,40,15,18100,0,2,1997-05-20,"monthly","Ceska Lipa","F",NA,NA,NA,NA,NA
"1273",1425,900,65817,175,15,28000,0,1,1993-07-06,"monthly","Sumperk","F",NA,NA,NA,NA,NA
"1274",1426,200,27655,73,15,3440,0,1,1995-10-27,"monthly","Teplice","F",NA,NA,NA,NA,NA
"1275",1427,1000,76860,86,15,23520,0,1,1995-10-08,"monthly","Pelhrimov","F",NA,NA,NA,NA,NA
"1276",1429,1100,33179,127,15,4620,0,1,1993-07-30,"monthly","Hodonin","F",NA,NA,NA,NA,NA
"1277",1430,800,22900,8,1100,6000,0,2,1997-02-13,"monthly","Plzen - mesto","F",NA,NA,NA,NA,NA
"1278",1431,200,60510,104,15,20800,1,1,1996-06-11,"monthly","Usti nad Labem","F",NA,NA,NA,NA,NA
"1279",1432,1000,99393,35,15,35000,0,2,1997-07-19,"monthly","Plzen - jih","F",NA,NA,NA,NA,NA
"1280",1434,200,24536,35,15,3800,0,1,1997-08-08,"monthly","Karvina","F",NA,NA,NA,NA,NA
"1281",1435,800,75328,52,15,42240,0,1,1996-12-01,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"1282",1436,500,53825,125,15,5300,0,1,1994-12-07,"monthly","Beroun","F",NA,NA,NA,NA,NA
"1283",1437,1000,32464,104,15,8100,0,1,1995-01-13,"monthly","Svitavy","F",NA,NA,NA,NA,NA
"1284",1439,700,21716,67,15,2430,0,2,1996-01-27,"monthly","Praha - zapad","F",NA,NA,NA,NA,NA
"1285",1440,500,32004,152,15,8580,0,1,1993-09-22,"monthly","Brno - venkov","F",NA,NA,NA,NA,NA
"1286",1441,500,45210,98,15,6500,0,1,1994-10-25,"monthly","Svitavy","F",NA,NA,NA,NA,NA
"1287",1442,300,65063,135,15,36400,0,1,1993-05-23,"monthly","Cheb","F",NA,NA,NA,NA,NA
"1288",1443,700,63015,32,15,22300,0,1,1997-09-27,"monthly","Brno - mesto","F",NA,NA,NA,NA,NA
"1289",1444,700,61180,81,15,4560,0,1,1996-06-16,"monthly","Karvina","F",NA,NA,NA,NA,NA
"1290",1445,900,40016,78,15,7900,0,1,1996-03-16,"monthly","Prostejov","F",NA,NA,NA,NA,NA
"1291",1446,1100,99182,96,15,17800,1,1,1995-01-18,"monthly","Hodonin","F",NA,NA,NA,NA,NA
"1292",1447,300,48705,52,15,14400,0,1,1997-02-20,"monthly","Znojmo","T",100080,2085,48,"current",FALSE
"1293",1448,1100,26516,45,200,5100,0,2,1995-10-07,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"1294",1449,800,63166,170,15,27500,1,1,1993-08-26,"monthly","Jablonec n. Nisou","F",NA,NA,NA,NA,NA
"1295",1450,400,53500,67,15,8650,1,1,1996-04-07,"monthly","Vyskov","F",NA,NA,NA,NA,NA
"1296",1451,1000,36594,130,15,8500,0,1,1993-06-24,"monthly","Zlin","F",NA,NA,NA,NA,NA
"1297",1452,500,103890,80,15,26800,0,1,1995-09-16,"monthly","Jicin","F",NA,NA,NA,NA,NA
"1298",1454,300,38500,14,900,2300,0,1,1997-07-25,"monthly","Nachod","F",NA,NA,NA,NA,NA
"1299",1455,-1179,45844,82,5,30560,0,1,1996-01-03,"monthly","Zdar nad Sazavou","F",NA,NA,NA,NA,NA
"1300",1456,1100,151395,109,15,64800,1,1,1996-04-12,"monthly","Nymburk","F",NA,NA,NA,NA,NA
"1301",1458,700,56474,122,15,27900,0,1,1994-01-03,"monthly","Rokycany","F",NA,NA,NA,NA,NA
"1302",1459,900,20338,39,15,4300,0,2,1997-03-26,"monthly","Pribram","F",NA,NA,NA,NA,NA
"1303",1460,300,31495,47,15,3840,0,1,1996-11-29,"monthly","Brno - mesto","F",NA,NA,NA,NA,NA
"1304",1461,800,125462,70,15,60700,0,1,1996-04-07,"monthly","Opava","F",NA,NA,NA,NA,NA
"1305",1463,1000,37023,70,15,6840,0,1,1996-09-25,"monthly","Ceska Lipa","F",NA,NA,NA,NA,NA
"1306",1464,300,150867,82,15,59200,0,1,1996-10-21,"monthly","Opava","F",NA,NA,NA,NA,NA
"1307",1465,300,45003,106,15,7590,0,1,1995-06-08,"monthly","Sokolov","F",NA,NA,NA,NA,NA
"1308",1467,800,88107,114,15,20000,1,1,1994-04-27,"monthly","Litomerice","F",NA,NA,NA,NA,NA
"1309",1468,500,29270,121,15,5850,0,1,1993-10-11,"monthly","Brno - mesto","F",NA,NA,NA,NA,NA
"1310",1469,1000,41264,70,15,6400,0,1,1995-12-15,"monthly","Bruntal","F",NA,NA,NA,NA,NA
"1311",1470,1100,63311,121,15,25800,0,1,1994-02-10,"monthly","Prachatice","F",NA,NA,NA,NA,NA
"1312",1471,1000,67180,60,12,28600,0,1,1996-07-21,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"1313",1472,900,46726,91,15,9500,0,1,1995-07-20,"monthly","Benesov","F",NA,NA,NA,NA,NA
"1314",1473,600,21537,61,15,6330,0,1,1996-04-16,"monthly","Most","F",NA,NA,NA,NA,NA
"1315",1474,900,24734,51,15,2695,0,2,1996-09-14,"monthly","Vyskov","F",NA,NA,NA,NA,NA
"1316",1476,200,34665,134,15,10900,0,1,1993-04-26,"monthly","Trebic","F",NA,NA,NA,NA,NA
"1317",1477,3151,25777,143,15,7300,0,1,1993-02-08,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"1318",1478,900,140296,65,15,55600,1,1,1996-10-30,"monthly","Kolin","F",NA,NA,NA,NA,NA
"1319",1479,700,34755,108,15,5160,0,1,1995-04-04,"monthly","Brno - mesto","F",NA,NA,NA,NA,NA
"1320",1481,1000,24502,139,15,4290,0,1,1993-01-17,"monthly","Cesky Krumlov","F",NA,NA,NA,NA,NA
"1321",1482,500,84762,51,15,24200,1,1,1996-12-08,"monthly","Louny","F",NA,NA,NA,NA,NA
"1322",1483,400,62651,95,15,30080,0,2,1996-01-09,"monthly","Praha - vychod","F",NA,NA,NA,NA,NA
"1323",1484,200,38342,51,15,6400,0,1,1996-09-23,"monthly","Karvina","F",NA,NA,NA,NA,NA
"1324",1485,1000,178774,139,15,62800,1,1,1993-10-03,"monthly","Liberec","F",NA,NA,NA,NA,NA
"1325",1486,400,73969,72,15,22600,1,1,1996-01-15,"monthly","Vyskov","F",NA,NA,NA,NA,NA
"1326",1487,1100,29262,129,15,2900,0,2,1993-09-10,"monthly","Zdar nad Sazavou","F",NA,NA,NA,NA,NA
"1327",1488,700,41614,43,15,11600,0,1,1997-04-29,"monthly","Klatovy","F",NA,NA,NA,NA,NA
"1328",1490,200,152999,69,15,56800,0,1,1996-07-25,"monthly","Kolin","F",NA,NA,NA,NA,NA
"1329",1491,1000,57838,43,15,34880,1,2,1997-06-11,"monthly","Pardubice","F",NA,NA,NA,NA,NA
"1330",1492,800,31499,49,15,12400,0,1,1996-10-17,"monthly","Karlovy Vary","F",NA,NA,NA,NA,NA
"1331",1493,200,28795,145,15,12750,0,1,1993-01-09,"monthly","Usti nad Labem","F",NA,NA,NA,NA,NA
"1332",1494,900,84443,32,15,25400,1,1,1997-10-08,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"1333",1495,300,92882,126,15,30600,1,2,1993-11-01,"monthly","Liberec","F",NA,NA,NA,NA,NA
"1334",1496,400,60020,97,15,21500,0,1,1995-02-05,"monthly","Hodonin","F",NA,NA,NA,NA,NA
"1335",1497,1000,43293,136,15,18700,0,1,1993-07-16,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"1336",1499,1000,73332,164,15,20640,0,2,1993-11-28,"monthly","Pardubice","F",NA,NA,NA,NA,NA
"1337",1500,1000,92593,56,15,25300,1,1,1996-10-01,"monthly","Hradec Kralove","F",NA,NA,NA,NA,NA
"1338",1501,500,34677,55,15,15400,0,1,1996-08-11,"monthly","Svitavy","F",NA,NA,NA,NA,NA
"1339",1502,200,116552,47,15,48200,0,1,1996-10-02,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"1340",1503,300,27526,61,15,4500,0,1,1996-04-10,"monthly","Novy Jicin","F",NA,NA,NA,NA,NA
"1341",1504,300,74093,57,15,29600,0,1,1996-08-26,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"1342",1505,-14146,44075,130,3,28600,0,1,1993-04-23,"monthly","Jesenik","F",NA,NA,NA,NA,NA
"1343",1506,500,28502,34,15,11600,0,1,1997-10-13,"monthly","Trutnov","F",NA,NA,NA,NA,NA
"1344",1507,800,99631,135,15,46720,1,2,1993-08-03,"monthly","Jablonec n. Nisou","F",NA,NA,NA,NA,NA
"1345",1508,500,116544,71,15,66300,0,1,1996-01-22,"monthly","Jesenik","F",NA,NA,NA,NA,NA
"1346",1509,600,49251,112,15,15400,0,1,1994-05-19,"monthly","Trutnov","F",NA,NA,NA,NA,NA
"1347",1510,700,70943,71,15,38720,0,1,1996-03-11,"monthly","Decin","F",NA,NA,NA,NA,NA
"1348",1512,900,68866,131,15,17800,0,1,1994-01-08,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"1349",1513,500,86165,132,15,19000,1,1,1993-08-23,"monthly","Sokolov","F",NA,NA,NA,NA,NA
"1350",1514,900,30657,37,15,4800,0,2,1997-07-01,"monthly","Melnik","F",NA,NA,NA,NA,NA
"1351",1515,400,92576,138,15,27600,1,1,1993-06-11,"monthly","Praha - zapad","F",NA,NA,NA,NA,NA
"1352",1516,500,40723,121,15,7860,0,2,1993-10-08,"monthly","Bruntal","F",NA,NA,NA,NA,NA
"1353",1517,700,27014,53,15,4700,0,2,1996-08-24,"monthly","Kolin","F",NA,NA,NA,NA,NA
"1354",1518,200,116699,138,15,27700,0,1,1993-04-21,"monthly","Bruntal","F",NA,NA,NA,NA,NA
"1355",1519,700,106093,87,15,22720,1,1,1995-06-14,"monthly","Nymburk","F",NA,NA,NA,NA,NA
"1356",1520,300,44901,78,15,5600,0,1,1995-08-08,"monthly","Rychnov nad Kneznou","F",NA,NA,NA,NA,NA
"1357",1521,900,26462,67,15,4300,0,2,1996-04-04,"monthly","Ostrava - mesto","F",NA,NA,NA,NA,NA
"1358",1522,800,88312,48,15,18100,0,1,1997-08-02,"monthly","Rychnov nad Kneznou","F",NA,NA,NA,NA,NA
"1359",1524,1100,21764,42,15,4400,0,1,1997-02-20,"monthly","Kutna Hora","F",NA,NA,NA,NA,NA
"1360",1525,300,26268,57,15,6500,0,1,1996-09-05,"monthly","Hodonin","F",NA,NA,NA,NA,NA
"1361",1526,200,83109,115,15,7700,1,1,1995-01-22,"monthly","Usti nad Orlici","F",NA,NA,NA,NA,NA
"1362",1528,500,70986,68,15,29120,0,1,1996-06-08,"monthly","Svitavy","T",191088,3981,48,"current",FALSE
"1363",1529,600,30788,76,15,6300,0,1,1996-04-28,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"1364",1530,900,32114,83,15,8800,0,1,1995-05-27,"monthly","Karvina","F",NA,NA,NA,NA,NA
"1365",1532,700,97381,73,15,43520,0,2,1996-09-19,"monthly","Brno - mesto","F",NA,NA,NA,NA,NA
"1366",1534,900,61057,149,15,25440,0,1,1993-05-24,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"1367",1535,200,77219,190,15,14080,1,1,1993-03-20,"monthly","Nachod","F",NA,NA,NA,NA,NA
"1368",1537,200,74556,40,15,34400,0,1,1997-06-06,"monthly","Brno - mesto","F",NA,NA,NA,NA,NA
"1369",1538,800,161078,91,15,63800,1,2,1996-09-20,"monthly","Domazlice","F",NA,NA,NA,NA,NA
"1370",1540,500,105377,91,15,23500,0,1,1995-03-29,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"1371",1541,900,100581,86,15,38200,0,1,1996-10-18,"monthly","Prostejov","F",NA,NA,NA,NA,NA
"1372",1542,1000,33943,63,15,20900,0,2,1996-04-25,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"1373",1543,1100,67087,115,15,43300,0,1,1996-04-14,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"1374",1544,1100,72852,138,15,26240,0,2,1993-07-14,"monthly","Jesenik","F",NA,NA,NA,NA,NA
"1375",1545,200,142687,142,15,59100,0,1,1993-03-08,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"1376",1546,800,35058,53,15,8900,0,1,1996-11-20,"monthly","Cesky Krumlov","F",NA,NA,NA,NA,NA
"1377",1547,700,98055,128,15,68200,1,1,1993-09-14,"monthly","Olomouc","F",NA,NA,NA,NA,NA
"1378",1548,800,24310,91,15,4900,0,2,1995-01-27,"monthly","Pardubice","F",NA,NA,NA,NA,NA
"1379",1549,500,70618,52,15,25800,0,1,1996-11-21,"monthly","Tabor","F",NA,NA,NA,NA,NA
"1380",1550,500,40932,75,15,9800,0,1,1996-04-15,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"1381",1551,1100,35958,33,15,8350,0,2,1997-06-18,"monthly","Olomouc","F",NA,NA,NA,NA,NA
"1382",1552,500,97543,121,15,29700,1,1,1994-01-02,"monthly","Pisek","F",NA,NA,NA,NA,NA
"1383",1553,1000,65092,60,15,27500,0,1,1996-12-21,"monthly","Kromeriz","F",NA,NA,NA,NA,NA
"1384",1554,300,67698,102,15,35680,1,1,1994-11-15,"monthly","Pardubice","F",NA,NA,NA,NA,NA
"1385",1555,1100,50964,47,15,5900,1,1,1996-11-10,"monthly","Chomutov","F",NA,NA,NA,NA,NA
"1386",1556,600,60299,51,15,11400,0,1,1996-09-15,"monthly","Brno - mesto","F",NA,NA,NA,NA,NA
"1387",1557,700,50578,46,15,9000,0,1,1996-12-13,"monthly","Zdar nad Sazavou","F",NA,NA,NA,NA,NA
"1388",1558,600,34221,63,15,10900,0,1,1996-10-06,"monthly","Ceska Lipa","F",NA,NA,NA,NA,NA
"1389",1559,22823,91251,105,15,43840,1,1,1994-10-08,"monthly","Ceske Budejovice","F",NA,NA,NA,NA,NA
"1390",1560,1000,49513,47,15,7600,0,1,1997-04-14,"monthly","Uherske Hradiste","F",NA,NA,NA,NA,NA
"1391",1561,600,56597,91,15,8550,0,2,1995-04-01,"monthly","Zdar nad Sazavou","F",NA,NA,NA,NA,NA
"1392",1562,600,24762,77,15,7170,0,1,1995-08-30,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"1393",1563,900,18000,6,100,3900,0,1,1996-08-14,"monthly","Pardubice","F",NA,NA,NA,NA,NA
"1394",1564,1000,56948,117,15,19300,0,1,1996-03-05,"monthly","Rychnov nad Kneznou","F",NA,NA,NA,NA,NA
"1395",1565,200,58769,157,15,15680,0,1,1993-10-20,"monthly","Liberec","F",NA,NA,NA,NA,NA
"1396",1566,500,63058,142,15,41920,0,1,1993-07-07,"monthly","Opava","F",NA,NA,NA,NA,NA
"1397",1567,800,78564,34,15,21760,1,1,1997-08-19,"monthly","Praha - vychod","F",NA,NA,NA,NA,NA
"1398",1568,300,66789,84,15,17120,1,2,1995-07-15,"monthly","Cheb","F",NA,NA,NA,NA,NA
"1399",1570,200,27040,111,15,4150,0,1,1994-03-12,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"1400",1571,200,63965,60,15,38900,0,1,1996-07-29,"monthly","Zdar nad Sazavou","F",NA,NA,NA,NA,NA
"1401",1572,500,61396,30,15,14400,0,1,1997-10-21,"monthly","Olomouc","F",NA,NA,NA,NA,NA
"1402",1573,1000,26037,23,15,9650,0,1,1997-12-29,"monthly","Vyskov","F",NA,NA,NA,NA,NA
"1403",1574,1000,29805,35,15,4250,0,1,1997-05-28,"monthly","Prerov","F",NA,NA,NA,NA,NA
"1404",1575,900,39610,137,15,8600,0,1,1993-02-27,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"1405",1577,200,50428,68,15,7560,0,1,1996-10-16,"monthly","Bruntal","F",NA,NA,NA,NA,NA
"1406",1578,600,52045,99,15,3680,0,1,1994-12-01,"monthly","Rychnov nad Kneznou","F",NA,NA,NA,NA,NA
"1407",1579,600,79665,114,15,40800,1,1,1994-08-09,"monthly","Hodonin","F",NA,NA,NA,NA,NA
"1408",1580,400,134157,85,15,63100,1,1,1996-01-08,"monthly","Jesenik","T",194256,8094,24,"current",FALSE
"1409",1581,900,83581,102,15,47360,1,2,1995-10-12,"monthly","Most","F",NA,NA,NA,NA,NA
"1410",1582,500,40975,65,15,7400,0,1,1996-05-01,"monthly","Plzen - sever","F",NA,NA,NA,NA,NA
"1411",1584,600,34822,131,15,8520,0,1,1993-05-27,"monthly","Sokolov","F",NA,NA,NA,NA,NA
"1412",1585,1000,71703,44,15,19500,0,1,1996-02-23,"monthly","Havlickuv Brod","F",NA,NA,NA,NA,NA
"1413",1586,200,74204,58,15,42400,0,2,1996-10-03,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"1414",1587,1100,51990,53,15,29700,0,1,1996-12-11,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"1415",1588,1000,33371,146,15,7800,0,1,1993-12-11,"monthly","Bruntal","F",NA,NA,NA,NA,NA
"1416",1589,500,32214,67,100,4700,0,2,1993-08-07,"monthly","Litomerice","F",NA,NA,NA,NA,NA
"1417",1590,500,60813,103,15,19360,0,2,1995-04-07,"monthly","Vsetin","F",NA,NA,NA,NA,NA
"1418",1591,600,144038,73,15,57300,1,1,1996-01-10,"monthly","Znojmo","F",NA,NA,NA,NA,NA
"1419",1592,400,86172,101,15,3680,1,1,1994-08-18,"monthly","Louny","F",NA,NA,NA,NA,NA
"1420",1593,500,24846,53,15,2340,0,1,1996-08-22,"monthly","Jindrichuv Hradec","F",NA,NA,NA,NA,NA
"1421",1594,500,77634,44,15,17600,0,1,1997-04-06,"monthly","Cesky Krumlov","F",NA,NA,NA,NA,NA
"1422",1596,1100,31135,31,15,3600,0,1,1997-10-05,"monthly","Karvina","F",NA,NA,NA,NA,NA
"1423",1597,900,46096,85,15,9750,0,1,1995-07-04,"monthly","Frydek - Mistek","F",NA,NA,NA,NA,NA
"1424",1598,700,145536,56,15,62800,0,2,1997-04-12,"monthly","Cesky Krumlov","F",NA,NA,NA,NA,NA
"1425",1599,1100,90293,75,15,27300,1,1,1995-11-10,"monthly","Hodonin","F",NA,NA,NA,NA,NA
"1426",1600,600,32597,52,15,10900,0,2,1996-09-13,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"1427",1601,500,28248,137,15,4150,0,2,1993-02-09,"monthly","Praha - vychod","F",NA,NA,NA,NA,NA
"1428",1602,600,41512,123,15,12250,0,1,1993-09-19,"monthly","Decin","F",NA,NA,NA,NA,NA
"1429",1603,900,69909,197,15,11200,0,1,1993-05-09,"monthly","Hl.m. Praha","T",78936,6578,12,"expired",FALSE
"1430",1604,900,64823,122,15,28320,0,1,1993-12-16,"monthly","Brno - mesto","F",NA,NA,NA,NA,NA
"1431",1605,24483,156040,173,15,64800,1,1,1993-12-16,"monthly","Olomouc","F",NA,NA,NA,NA,NA
"1432",1606,300,80481,98,15,28700,1,1,1996-03-07,"monthly","Cheb","F",NA,NA,NA,NA,NA
"1433",1607,800,76045,65,15,24400,0,2,1996-04-20,"monthly","Novy Jicin","F",NA,NA,NA,NA,NA
"1434",1608,600,27211,31,15,3680,0,1,1997-10-08,"monthly","Plzen - mesto","F",NA,NA,NA,NA,NA
"1435",1609,900,26860,61,15,2017,0,1,1996-07-05,"monthly","Usti nad Labem","F",NA,NA,NA,NA,NA
"1436",1610,500,146116,151,15,60900,0,2,1993-05-17,"monthly","Usti nad Orlici","F",NA,NA,NA,NA,NA
"1437",1611,500,74738,76,15,28400,1,1,1996-02-11,"monthly","Jesenik","F",NA,NA,NA,NA,NA
"1438",1612,400,69745,70,15,28400,0,1,1996-02-12,"monthly","Zdar nad Sazavou","F",NA,NA,NA,NA,NA
"1439",1613,600,38346,76,15,10500,0,1,1995-09-13,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"1440",1614,300,109425,71,15,26400,0,2,1996-05-07,"monthly","Vyskov","F",NA,NA,NA,NA,NA
"1441",1615,900,29471,26,15,7100,0,1,1997-10-20,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"1442",1616,1100,31020,55,15,7800,0,1,1997-02-07,"monthly","Domazlice","F",NA,NA,NA,NA,NA
"1443",1617,700,37137,135,15,16000,0,1,1993-06-01,"monthly","Jicin","F",NA,NA,NA,NA,NA
"1444",1618,900,45195,61,15,5940,0,1,1996-12-18,"monthly","Kutna Hora","F",NA,NA,NA,NA,NA
"1445",1619,500,51419,58,15,5800,0,1,1997-02-24,"monthly","Louny","F",NA,NA,NA,NA,NA
"1446",1620,700,46274,81,15,12050,0,1,1995-06-08,"monthly","Pelhrimov","F",NA,NA,NA,NA,NA
"1447",1621,300,67207,127,15,25600,0,1,1993-12-01,"monthly","Prerov","F",NA,NA,NA,NA,NA
"1448",1622,900,48800,84,15,16640,0,1,1996-04-12,"monthly","Prachatice","F",NA,NA,NA,NA,NA
"1449",1623,800,81590,72,15,37760,0,2,1996-02-04,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"1450",1624,500,34191,62,15,11950,0,1,1996-04-22,"monthly","Blansko","F",NA,NA,NA,NA,NA
"1451",1625,800,52183,97,15,22000,0,1,1995-01-17,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"1452",1626,1100,85424,119,15,56200,1,1,1994-03-15,"monthly","Beroun","F",NA,NA,NA,NA,NA
"1453",1627,1000,53854,125,15,29120,0,1,1994-01-20,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"1454",1628,700,27323,145,15,9500,0,1,1993-01-10,"monthly","Prostejov","F",NA,NA,NA,NA,NA
"1455",1629,1000,33465,77,15,10550,0,2,1995-11-02,"monthly","Praha - vychod","F",NA,NA,NA,NA,NA
"1456",1630,900,28864,128,15,7500,0,1,1993-07-28,"monthly","Olomouc","F",NA,NA,NA,NA,NA
"1457",1631,400,26540,51,15,3520,0,1,1996-09-27,"monthly","Praha - vychod","F",NA,NA,NA,NA,NA
"1458",1633,200,40349,89,15,11150,0,1,1995-02-22,"monthly","Trutnov","F",NA,NA,NA,NA,NA
"1459",1634,500,101618,113,15,26000,1,1,1994-06-04,"monthly","Vsetin","F",NA,NA,NA,NA,NA
"1460",1635,900,68386,123,15,42720,0,1,1993-12-29,"monthly","Prachatice","F",NA,NA,NA,NA,NA
"1461",1636,900,88699,42,15,22900,0,2,1997-04-08,"monthly","Blansko","F",NA,NA,NA,NA,NA
"1462",1637,500,35529,145,15,9000,0,1,1993-01-08,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"1463",1640,700,78495,82,15,25400,0,1,1995-09-01,"monthly","Rakovnik","F",NA,NA,NA,NA,NA
"1464",1641,900,148141,101,15,61900,0,2,1996-04-22,"monthly","Svitavy","F",NA,NA,NA,NA,NA
"1465",1642,1000,29164,85,15,7300,0,1,1995-05-27,"monthly","Zlin","F",NA,NA,NA,NA,NA
"1466",1644,400,62368,139,15,35680,0,2,1993-05-09,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"1467",1645,300,55650,62,15,12700,0,1,1996-10-16,"monthly","Svitavy","F",NA,NA,NA,NA,NA
"1468",1647,900,45328,44,12,6400,0,1,1997-07-09,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"1469",1648,800,73821,61,15,25400,0,1,1997-08-08,"monthly","Teplice","F",NA,NA,NA,NA,NA
"1470",1649,700,90624,92,15,39400,1,1,1993-01-26,"monthly","Nachod","F",NA,NA,NA,NA,NA
"1471",1650,1000,59254,32,15,23014,0,1,1997-12-06,"monthly","Most","F",NA,NA,NA,NA,NA
"1472",1651,900,136677,54,15,64800,0,1,1997-01-23,"monthly","Chomutov","F",NA,NA,NA,NA,NA
"1473",1652,300,34506,131,15,19600,0,2,1993-05-20,"monthly","Ostrava - mesto","F",NA,NA,NA,NA,NA
"1474",1653,700,90874,103,15,29800,0,1,1994-09-19,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"1475",1654,600,108950,64,15,61700,1,1,1996-08-05,"monthly","Sokolov","F",NA,NA,NA,NA,NA
"1476",1655,600,62575,67,15,21500,0,2,1996-04-15,"monthly","Usti nad Labem","F",NA,NA,NA,NA,NA
"1477",1656,500,78412,53,15,23200,0,1,1997-02-01,"monthly","Pardubice","T",189792,3954,48,"current",FALSE
"1478",1657,300,25056,29,15,2156,0,1,1997-11-04,"monthly","Pribram","F",NA,NA,NA,NA,NA
"1479",1658,800,27027,131,15,7140,0,1,1993-05-10,"monthly","Opava","F",NA,NA,NA,NA,NA
"1480",1659,400,43154,45,15,11350,0,2,1996-12-25,"monthly","Nachod","F",NA,NA,NA,NA,NA
"1481",1660,600,143557,93,15,55700,1,1,1995-09-22,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"1482",1662,200,77497,35,15,18700,1,1,1997-08-11,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"1483",1663,300,54290,53,15,8250,0,2,1996-11-02,"monthly","Brno - venkov","F",NA,NA,NA,NA,NA
"1484",1664,500,80374,124,15,60300,0,1,1993-11-15,"monthly","Breclav","F",NA,NA,NA,NA,NA
"1485",1665,800,37525,38,15,13650,0,2,1997-04-15,"monthly","Opava","F",NA,NA,NA,NA,NA
